location,temperature,categories,premise,hypothesis
inside,15,warm,It is 15 degrees fahrenheit inside.,It is warm inside.
inside,15,hot,It is 15 degrees fahrenheit inside.,It is hot inside.
inside,16,freezing,It is 16 degrees fahrenheit inside.,It is freezing inside.
inside,16,cold,It is 16 degrees fahrenheit inside.,It is cold inside.
inside,16,cool,It is 16 degrees fahrenheit inside.,It is cool inside.
inside,16,warm,It is 16 degrees fahrenheit inside.,It is warm inside.
inside,16,hot,It is 16 degrees fahrenheit inside.,It is hot inside.
inside,17,freezing,It is 17 degrees fahrenheit inside.,It is freezing inside.
inside,17,cold,It is 17 degrees fahrenheit inside.,It is cold inside.
inside,17,cool,It is 17 degrees fahrenheit inside.,It is cool inside.
inside,17,warm,It is 17 degrees fahrenheit inside.,It is warm inside.
inside,17,hot,It is 17 degrees fahrenheit inside.,It is hot inside.
inside,18,freezing,It is 18 degrees fahrenheit inside.,It is freezing inside.
inside,18,cold,It is 18 degrees fahrenheit inside.,It is cold inside.
inside,18,cool,It is 18 degrees fahrenheit inside.,It is cool inside.
inside,18,warm,It is 18 degrees fahrenheit inside.,It is warm inside.
inside,18,hot,It is 18 degrees fahrenheit inside.,It is hot inside.
inside,19,freezing,It is 19 degrees fahrenheit inside.,It is freezing inside.
inside,19,cold,It is 19 degrees fahrenheit inside.,It is cold inside.
inside,19,cool,It is 19 degrees fahrenheit inside.,It is cool inside.
inside,19,warm,It is 19 degrees fahrenheit inside.,It is warm inside.
inside,19,hot,It is 19 degrees fahrenheit inside.,It is hot inside.
inside,20,freezing,It is 20 degrees fahrenheit inside.,It is freezing inside.
inside,20,cold,It is 20 degrees fahrenheit inside.,It is cold inside.
inside,20,cool,It is 20 degrees fahrenheit inside.,It is cool inside.
inside,20,warm,It is 20 degrees fahrenheit inside.,It is warm inside.
inside,20,hot,It is 20 degrees fahrenheit inside.,It is hot inside.
inside,21,freezing,It is 21 degrees fahrenheit inside.,It is freezing inside.
inside,21,cold,It is 21 degrees fahrenheit inside.,It is cold inside.
inside,21,cool,It is 21 degrees fahrenheit inside.,It is cool inside.
inside,21,warm,It is 21 degrees fahrenheit inside.,It is warm inside.
inside,21,hot,It is 21 degrees fahrenheit inside.,It is hot inside.
inside,22,freezing,It is 22 degrees fahrenheit inside.,It is freezing inside.
inside,22,cold,It is 22 degrees fahrenheit inside.,It is cold inside.
inside,22,cool,It is 22 degrees fahrenheit inside.,It is cool inside.
inside,22,warm,It is 22 degrees fahrenheit inside.,It is warm inside.
inside,22,hot,It is 22 degrees fahrenheit inside.,It is hot inside.
inside,23,freezing,It is 23 degrees fahrenheit inside.,It is freezing inside.
inside,23,cold,It is 23 degrees fahrenheit inside.,It is cold inside.
inside,23,cool,It is 23 degrees fahrenheit inside.,It is cool inside.
inside,23,warm,It is 23 degrees fahrenheit inside.,It is warm inside.
inside,23,hot,It is 23 degrees fahrenheit inside.,It is hot inside.
inside,24,freezing,It is 24 degrees fahrenheit inside.,It is freezing inside.
inside,24,cold,It is 24 degrees fahrenheit inside.,It is cold inside.
inside,24,cool,It is 24 degrees fahrenheit inside.,It is cool inside.
inside,24,warm,It is 24 degrees fahrenheit inside.,It is warm inside.
inside,24,hot,It is 24 degrees fahrenheit inside.,It is hot inside.
inside,25,freezing,It is 25 degrees fahrenheit inside.,It is freezing inside.
inside,25,cold,It is 25 degrees fahrenheit inside.,It is cold inside.
inside,25,cool,It is 25 degrees fahrenheit inside.,It is cool inside.
inside,25,warm,It is 25 degrees fahrenheit inside.,It is warm inside.
inside,25,hot,It is 25 degrees fahrenheit inside.,It is hot inside.
inside,26,freezing,It is 26 degrees fahrenheit inside.,It is freezing inside.
inside,26,cold,It is 26 degrees fahrenheit inside.,It is cold inside.
inside,26,cool,It is 26 degrees fahrenheit inside.,It is cool inside.
inside,26,warm,It is 26 degrees fahrenheit inside.,It is warm inside.
inside,26,hot,It is 26 degrees fahrenheit inside.,It is hot inside.
inside,27,freezing,It is 27 degrees fahrenheit inside.,It is freezing inside.
inside,27,cold,It is 27 degrees fahrenheit inside.,It is cold inside.
inside,27,cool,It is 27 degrees fahrenheit inside.,It is cool inside.
inside,27,warm,It is 27 degrees fahrenheit inside.,It is warm inside.
inside,27,hot,It is 27 degrees fahrenheit inside.,It is hot inside.
inside,28,freezing,It is 28 degrees fahrenheit inside.,It is freezing inside.
inside,28,cold,It is 28 degrees fahrenheit inside.,It is cold inside.
inside,28,cool,It is 28 degrees fahrenheit inside.,It is cool inside.
inside,28,warm,It is 28 degrees fahrenheit inside.,It is warm inside.
inside,28,hot,It is 28 degrees fahrenheit inside.,It is hot inside.
inside,29,freezing,It is 29 degrees fahrenheit inside.,It is freezing inside.
inside,29,cold,It is 29 degrees fahrenheit inside.,It is cold inside.
inside,29,cool,It is 29 degrees fahrenheit inside.,It is cool inside.
inside,29,warm,It is 29 degrees fahrenheit inside.,It is warm inside.
inside,29,hot,It is 29 degrees fahrenheit inside.,It is hot inside.
inside,30,freezing,It is 30 degrees fahrenheit inside.,It is freezing inside.
inside,30,cold,It is 30 degrees fahrenheit inside.,It is cold inside.
inside,30,cool,It is 30 degrees fahrenheit inside.,It is cool inside.
inside,30,warm,It is 30 degrees fahrenheit inside.,It is warm inside.
inside,30,hot,It is 30 degrees fahrenheit inside.,It is hot inside.
inside,31,freezing,It is 31 degrees fahrenheit inside.,It is freezing inside.
inside,31,cold,It is 31 degrees fahrenheit inside.,It is cold inside.
inside,31,cool,It is 31 degrees fahrenheit inside.,It is cool inside.
inside,31,warm,It is 31 degrees fahrenheit inside.,It is warm inside.
inside,31,hot,It is 31 degrees fahrenheit inside.,It is hot inside.
inside,32,freezing,It is 32 degrees fahrenheit inside.,It is freezing inside.
inside,32,cold,It is 32 degrees fahrenheit inside.,It is cold inside.
inside,32,cool,It is 32 degrees fahrenheit inside.,It is cool inside.
inside,32,warm,It is 32 degrees fahrenheit inside.,It is warm inside.
inside,32,hot,It is 32 degrees fahrenheit inside.,It is hot inside.
inside,33,freezing,It is 33 degrees fahrenheit inside.,It is freezing inside.
inside,33,cold,It is 33 degrees fahrenheit inside.,It is cold inside.
inside,33,cool,It is 33 degrees fahrenheit inside.,It is cool inside.
inside,33,warm,It is 33 degrees fahrenheit inside.,It is warm inside.
inside,33,hot,It is 33 degrees fahrenheit inside.,It is hot inside.
inside,34,freezing,It is 34 degrees fahrenheit inside.,It is freezing inside.
inside,34,cold,It is 34 degrees fahrenheit inside.,It is cold inside.
inside,34,cool,It is 34 degrees fahrenheit inside.,It is cool inside.
inside,34,warm,It is 34 degrees fahrenheit inside.,It is warm inside.
inside,34,hot,It is 34 degrees fahrenheit inside.,It is hot inside.
inside,35,freezing,It is 35 degrees fahrenheit inside.,It is freezing inside.
inside,35,cold,It is 35 degrees fahrenheit inside.,It is cold inside.
inside,35,cool,It is 35 degrees fahrenheit inside.,It is cool inside.
inside,35,warm,It is 35 degrees fahrenheit inside.,It is warm inside.
inside,35,hot,It is 35 degrees fahrenheit inside.,It is hot inside.
inside,36,freezing,It is 36 degrees fahrenheit inside.,It is freezing inside.
inside,36,cold,It is 36 degrees fahrenheit inside.,It is cold inside.
inside,36,cool,It is 36 degrees fahrenheit inside.,It is cool inside.
inside,36,warm,It is 36 degrees fahrenheit inside.,It is warm inside.
inside,36,hot,It is 36 degrees fahrenheit inside.,It is hot inside.
inside,37,freezing,It is 37 degrees fahrenheit inside.,It is freezing inside.
inside,37,cold,It is 37 degrees fahrenheit inside.,It is cold inside.
inside,37,cool,It is 37 degrees fahrenheit inside.,It is cool inside.
inside,37,warm,It is 37 degrees fahrenheit inside.,It is warm inside.
inside,37,hot,It is 37 degrees fahrenheit inside.,It is hot inside.
inside,38,freezing,It is 38 degrees fahrenheit inside.,It is freezing inside.
inside,38,cold,It is 38 degrees fahrenheit inside.,It is cold inside.
inside,38,cool,It is 38 degrees fahrenheit inside.,It is cool inside.
inside,38,warm,It is 38 degrees fahrenheit inside.,It is warm inside.
inside,38,hot,It is 38 degrees fahrenheit inside.,It is hot inside.
inside,39,freezing,It is 39 degrees fahrenheit inside.,It is freezing inside.
inside,39,cold,It is 39 degrees fahrenheit inside.,It is cold inside.
inside,39,cool,It is 39 degrees fahrenheit inside.,It is cool inside.
inside,39,warm,It is 39 degrees fahrenheit inside.,It is warm inside.
inside,39,hot,It is 39 degrees fahrenheit inside.,It is hot inside.
inside,40,freezing,It is 40 degrees fahrenheit inside.,It is freezing inside.
inside,40,cold,It is 40 degrees fahrenheit inside.,It is cold inside.
inside,40,cool,It is 40 degrees fahrenheit inside.,It is cool inside.
inside,40,warm,It is 40 degrees fahrenheit inside.,It is warm inside.
inside,40,hot,It is 40 degrees fahrenheit inside.,It is hot inside.
inside,41,freezing,It is 41 degrees fahrenheit inside.,It is freezing inside.
inside,41,cold,It is 41 degrees fahrenheit inside.,It is cold inside.
inside,41,cool,It is 41 degrees fahrenheit inside.,It is cool inside.
inside,41,warm,It is 41 degrees fahrenheit inside.,It is warm inside.
inside,41,hot,It is 41 degrees fahrenheit inside.,It is hot inside.
inside,42,freezing,It is 42 degrees fahrenheit inside.,It is freezing inside.
inside,42,cold,It is 42 degrees fahrenheit inside.,It is cold inside.
inside,42,cool,It is 42 degrees fahrenheit inside.,It is cool inside.
inside,42,warm,It is 42 degrees fahrenheit inside.,It is warm inside.
inside,42,hot,It is 42 degrees fahrenheit inside.,It is hot inside.
inside,43,freezing,It is 43 degrees fahrenheit inside.,It is freezing inside.
inside,43,cold,It is 43 degrees fahrenheit inside.,It is cold inside.
inside,43,cool,It is 43 degrees fahrenheit inside.,It is cool inside.
inside,43,warm,It is 43 degrees fahrenheit inside.,It is warm inside.
inside,43,hot,It is 43 degrees fahrenheit inside.,It is hot inside.
inside,44,freezing,It is 44 degrees fahrenheit inside.,It is freezing inside.
inside,44,cold,It is 44 degrees fahrenheit inside.,It is cold inside.
inside,44,cool,It is 44 degrees fahrenheit inside.,It is cool inside.
inside,44,warm,It is 44 degrees fahrenheit inside.,It is warm inside.
inside,44,hot,It is 44 degrees fahrenheit inside.,It is hot inside.
inside,45,freezing,It is 45 degrees fahrenheit inside.,It is freezing inside.
inside,45,cold,It is 45 degrees fahrenheit inside.,It is cold inside.
inside,45,cool,It is 45 degrees fahrenheit inside.,It is cool inside.
inside,45,warm,It is 45 degrees fahrenheit inside.,It is warm inside.
inside,45,hot,It is 45 degrees fahrenheit inside.,It is hot inside.
inside,46,freezing,It is 46 degrees fahrenheit inside.,It is freezing inside.
inside,46,cold,It is 46 degrees fahrenheit inside.,It is cold inside.
inside,46,cool,It is 46 degrees fahrenheit inside.,It is cool inside.
inside,46,warm,It is 46 degrees fahrenheit inside.,It is warm inside.
inside,46,hot,It is 46 degrees fahrenheit inside.,It is hot inside.
inside,47,freezing,It is 47 degrees fahrenheit inside.,It is freezing inside.
inside,47,cold,It is 47 degrees fahrenheit inside.,It is cold inside.
inside,47,cool,It is 47 degrees fahrenheit inside.,It is cool inside.
inside,47,warm,It is 47 degrees fahrenheit inside.,It is warm inside.
inside,47,hot,It is 47 degrees fahrenheit inside.,It is hot inside.
inside,48,freezing,It is 48 degrees fahrenheit inside.,It is freezing inside.
inside,48,cold,It is 48 degrees fahrenheit inside.,It is cold inside.
inside,48,cool,It is 48 degrees fahrenheit inside.,It is cool inside.
inside,48,warm,It is 48 degrees fahrenheit inside.,It is warm inside.
inside,48,hot,It is 48 degrees fahrenheit inside.,It is hot inside.
inside,49,freezing,It is 49 degrees fahrenheit inside.,It is freezing inside.
inside,49,cold,It is 49 degrees fahrenheit inside.,It is cold inside.
inside,49,cool,It is 49 degrees fahrenheit inside.,It is cool inside.
inside,49,warm,It is 49 degrees fahrenheit inside.,It is warm inside.
inside,49,hot,It is 49 degrees fahrenheit inside.,It is hot inside.
inside,50,freezing,It is 50 degrees fahrenheit inside.,It is freezing inside.
inside,50,cold,It is 50 degrees fahrenheit inside.,It is cold inside.
inside,50,cool,It is 50 degrees fahrenheit inside.,It is cool inside.
inside,50,warm,It is 50 degrees fahrenheit inside.,It is warm inside.
inside,50,hot,It is 50 degrees fahrenheit inside.,It is hot inside.
inside,51,freezing,It is 51 degrees fahrenheit inside.,It is freezing inside.
inside,51,cold,It is 51 degrees fahrenheit inside.,It is cold inside.
inside,51,cool,It is 51 degrees fahrenheit inside.,It is cool inside.
inside,51,warm,It is 51 degrees fahrenheit inside.,It is warm inside.
inside,51,hot,It is 51 degrees fahrenheit inside.,It is hot inside.
inside,52,freezing,It is 52 degrees fahrenheit inside.,It is freezing inside.
inside,52,cold,It is 52 degrees fahrenheit inside.,It is cold inside.
inside,52,cool,It is 52 degrees fahrenheit inside.,It is cool inside.
inside,52,warm,It is 52 degrees fahrenheit inside.,It is warm inside.
inside,52,hot,It is 52 degrees fahrenheit inside.,It is hot inside.
inside,53,freezing,It is 53 degrees fahrenheit inside.,It is freezing inside.
inside,53,cold,It is 53 degrees fahrenheit inside.,It is cold inside.
inside,53,cool,It is 53 degrees fahrenheit inside.,It is cool inside.
inside,53,warm,It is 53 degrees fahrenheit inside.,It is warm inside.
inside,53,hot,It is 53 degrees fahrenheit inside.,It is hot inside.
inside,54,freezing,It is 54 degrees fahrenheit inside.,It is freezing inside.
inside,54,cold,It is 54 degrees fahrenheit inside.,It is cold inside.
inside,54,cool,It is 54 degrees fahrenheit inside.,It is cool inside.
inside,54,warm,It is 54 degrees fahrenheit inside.,It is warm inside.
inside,54,hot,It is 54 degrees fahrenheit inside.,It is hot inside.
inside,55,freezing,It is 55 degrees fahrenheit inside.,It is freezing inside.
inside,55,cold,It is 55 degrees fahrenheit inside.,It is cold inside.
inside,55,cool,It is 55 degrees fahrenheit inside.,It is cool inside.
inside,55,warm,It is 55 degrees fahrenheit inside.,It is warm inside.
inside,55,hot,It is 55 degrees fahrenheit inside.,It is hot inside.
inside,56,freezing,It is 56 degrees fahrenheit inside.,It is freezing inside.
inside,56,cold,It is 56 degrees fahrenheit inside.,It is cold inside.
inside,56,cool,It is 56 degrees fahrenheit inside.,It is cool inside.
inside,56,warm,It is 56 degrees fahrenheit inside.,It is warm inside.
inside,56,hot,It is 56 degrees fahrenheit inside.,It is hot inside.
inside,57,freezing,It is 57 degrees fahrenheit inside.,It is freezing inside.
inside,57,cold,It is 57 degrees fahrenheit inside.,It is cold inside.
inside,57,cool,It is 57 degrees fahrenheit inside.,It is cool inside.
inside,57,warm,It is 57 degrees fahrenheit inside.,It is warm inside.
inside,57,hot,It is 57 degrees fahrenheit inside.,It is hot inside.
inside,58,freezing,It is 58 degrees fahrenheit inside.,It is freezing inside.
inside,58,cold,It is 58 degrees fahrenheit inside.,It is cold inside.
inside,58,cool,It is 58 degrees fahrenheit inside.,It is cool inside.
inside,58,warm,It is 58 degrees fahrenheit inside.,It is warm inside.
inside,58,hot,It is 58 degrees fahrenheit inside.,It is hot inside.
inside,59,freezing,It is 59 degrees fahrenheit inside.,It is freezing inside.
inside,59,cold,It is 59 degrees fahrenheit inside.,It is cold inside.
inside,59,cool,It is 59 degrees fahrenheit inside.,It is cool inside.
inside,59,warm,It is 59 degrees fahrenheit inside.,It is warm inside.
inside,59,hot,It is 59 degrees fahrenheit inside.,It is hot inside.
inside,60,freezing,It is 60 degrees fahrenheit inside.,It is freezing inside.
inside,60,cold,It is 60 degrees fahrenheit inside.,It is cold inside.
inside,60,cool,It is 60 degrees fahrenheit inside.,It is cool inside.
inside,60,warm,It is 60 degrees fahrenheit inside.,It is warm inside.
inside,60,hot,It is 60 degrees fahrenheit inside.,It is hot inside.
inside,61,freezing,It is 61 degrees fahrenheit inside.,It is freezing inside.
inside,61,cold,It is 61 degrees fahrenheit inside.,It is cold inside.
inside,61,cool,It is 61 degrees fahrenheit inside.,It is cool inside.
inside,61,warm,It is 61 degrees fahrenheit inside.,It is warm inside.
inside,61,hot,It is 61 degrees fahrenheit inside.,It is hot inside.
inside,62,freezing,It is 62 degrees fahrenheit inside.,It is freezing inside.
inside,62,cold,It is 62 degrees fahrenheit inside.,It is cold inside.
inside,62,cool,It is 62 degrees fahrenheit inside.,It is cool inside.
inside,62,warm,It is 62 degrees fahrenheit inside.,It is warm inside.
inside,62,hot,It is 62 degrees fahrenheit inside.,It is hot inside.
inside,63,freezing,It is 63 degrees fahrenheit inside.,It is freezing inside.
inside,63,cold,It is 63 degrees fahrenheit inside.,It is cold inside.
inside,63,cool,It is 63 degrees fahrenheit inside.,It is cool inside.
inside,63,warm,It is 63 degrees fahrenheit inside.,It is warm inside.
inside,63,hot,It is 63 degrees fahrenheit inside.,It is hot inside.
inside,64,freezing,It is 64 degrees fahrenheit inside.,It is freezing inside.
inside,64,cold,It is 64 degrees fahrenheit inside.,It is cold inside.
inside,64,cool,It is 64 degrees fahrenheit inside.,It is cool inside.
inside,64,warm,It is 64 degrees fahrenheit inside.,It is warm inside.
inside,64,hot,It is 64 degrees fahrenheit inside.,It is hot inside.
inside,65,freezing,It is 65 degrees fahrenheit inside.,It is freezing inside.
inside,65,cold,It is 65 degrees fahrenheit inside.,It is cold inside.
inside,65,cool,It is 65 degrees fahrenheit inside.,It is cool inside.
inside,65,warm,It is 65 degrees fahrenheit inside.,It is warm inside.
inside,65,hot,It is 65 degrees fahrenheit inside.,It is hot inside.
inside,66,freezing,It is 66 degrees fahrenheit inside.,It is freezing inside.
inside,66,cold,It is 66 degrees fahrenheit inside.,It is cold inside.
inside,66,cool,It is 66 degrees fahrenheit inside.,It is cool inside.
inside,66,warm,It is 66 degrees fahrenheit inside.,It is warm inside.
inside,66,hot,It is 66 degrees fahrenheit inside.,It is hot inside.
inside,67,freezing,It is 67 degrees fahrenheit inside.,It is freezing inside.
inside,67,cold,It is 67 degrees fahrenheit inside.,It is cold inside.
inside,67,cool,It is 67 degrees fahrenheit inside.,It is cool inside.
inside,67,warm,It is 67 degrees fahrenheit inside.,It is warm inside.
inside,67,hot,It is 67 degrees fahrenheit inside.,It is hot inside.
inside,68,freezing,It is 68 degrees fahrenheit inside.,It is freezing inside.
inside,68,cold,It is 68 degrees fahrenheit inside.,It is cold inside.
inside,68,cool,It is 68 degrees fahrenheit inside.,It is cool inside.
inside,68,warm,It is 68 degrees fahrenheit inside.,It is warm inside.
inside,68,hot,It is 68 degrees fahrenheit inside.,It is hot inside.
inside,69,freezing,It is 69 degrees fahrenheit inside.,It is freezing inside.
inside,69,cold,It is 69 degrees fahrenheit inside.,It is cold inside.
inside,69,cool,It is 69 degrees fahrenheit inside.,It is cool inside.
inside,69,warm,It is 69 degrees fahrenheit inside.,It is warm inside.
inside,69,hot,It is 69 degrees fahrenheit inside.,It is hot inside.
inside,70,freezing,It is 70 degrees fahrenheit inside.,It is freezing inside.
inside,70,cold,It is 70 degrees fahrenheit inside.,It is cold inside.
inside,70,cool,It is 70 degrees fahrenheit inside.,It is cool inside.
inside,70,warm,It is 70 degrees fahrenheit inside.,It is warm inside.
inside,70,hot,It is 70 degrees fahrenheit inside.,It is hot inside.
inside,71,freezing,It is 71 degrees fahrenheit inside.,It is freezing inside.
inside,71,cold,It is 71 degrees fahrenheit inside.,It is cold inside.
inside,71,cool,It is 71 degrees fahrenheit inside.,It is cool inside.
inside,71,warm,It is 71 degrees fahrenheit inside.,It is warm inside.
inside,71,hot,It is 71 degrees fahrenheit inside.,It is hot inside.
inside,72,freezing,It is 72 degrees fahrenheit inside.,It is freezing inside.
inside,72,cold,It is 72 degrees fahrenheit inside.,It is cold inside.
inside,72,cool,It is 72 degrees fahrenheit inside.,It is cool inside.
inside,72,warm,It is 72 degrees fahrenheit inside.,It is warm inside.
inside,72,hot,It is 72 degrees fahrenheit inside.,It is hot inside.
inside,73,freezing,It is 73 degrees fahrenheit inside.,It is freezing inside.
inside,73,cold,It is 73 degrees fahrenheit inside.,It is cold inside.
inside,73,cool,It is 73 degrees fahrenheit inside.,It is cool inside.
inside,73,warm,It is 73 degrees fahrenheit inside.,It is warm inside.
inside,73,hot,It is 73 degrees fahrenheit inside.,It is hot inside.
inside,74,freezing,It is 74 degrees fahrenheit inside.,It is freezing inside.
inside,74,cold,It is 74 degrees fahrenheit inside.,It is cold inside.
inside,74,cool,It is 74 degrees fahrenheit inside.,It is cool inside.
inside,74,warm,It is 74 degrees fahrenheit inside.,It is warm inside.
inside,74,hot,It is 74 degrees fahrenheit inside.,It is hot inside.
inside,75,freezing,It is 75 degrees fahrenheit inside.,It is freezing inside.
inside,75,cold,It is 75 degrees fahrenheit inside.,It is cold inside.
inside,75,cool,It is 75 degrees fahrenheit inside.,It is cool inside.
inside,75,warm,It is 75 degrees fahrenheit inside.,It is warm inside.
inside,75,hot,It is 75 degrees fahrenheit inside.,It is hot inside.
inside,76,freezing,It is 76 degrees fahrenheit inside.,It is freezing inside.
inside,76,cold,It is 76 degrees fahrenheit inside.,It is cold inside.
inside,76,cool,It is 76 degrees fahrenheit inside.,It is cool inside.
inside,76,warm,It is 76 degrees fahrenheit inside.,It is warm inside.
inside,76,hot,It is 76 degrees fahrenheit inside.,It is hot inside.
inside,77,freezing,It is 77 degrees fahrenheit inside.,It is freezing inside.
inside,77,cold,It is 77 degrees fahrenheit inside.,It is cold inside.
inside,77,cool,It is 77 degrees fahrenheit inside.,It is cool inside.
inside,77,warm,It is 77 degrees fahrenheit inside.,It is warm inside.
inside,77,hot,It is 77 degrees fahrenheit inside.,It is hot inside.
inside,78,freezing,It is 78 degrees fahrenheit inside.,It is freezing inside.
inside,78,cold,It is 78 degrees fahrenheit inside.,It is cold inside.
inside,78,cool,It is 78 degrees fahrenheit inside.,It is cool inside.
inside,78,warm,It is 78 degrees fahrenheit inside.,It is warm inside.
inside,78,hot,It is 78 degrees fahrenheit inside.,It is hot inside.
inside,79,freezing,It is 79 degrees fahrenheit inside.,It is freezing inside.
inside,79,cold,It is 79 degrees fahrenheit inside.,It is cold inside.
inside,79,cool,It is 79 degrees fahrenheit inside.,It is cool inside.
inside,79,warm,It is 79 degrees fahrenheit inside.,It is warm inside.
inside,79,hot,It is 79 degrees fahrenheit inside.,It is hot inside.
inside,80,freezing,It is 80 degrees fahrenheit inside.,It is freezing inside.
inside,80,cold,It is 80 degrees fahrenheit inside.,It is cold inside.
inside,80,cool,It is 80 degrees fahrenheit inside.,It is cool inside.
inside,80,warm,It is 80 degrees fahrenheit inside.,It is warm inside.
inside,80,hot,It is 80 degrees fahrenheit inside.,It is hot inside.
inside,81,freezing,It is 81 degrees fahrenheit inside.,It is freezing inside.
inside,81,cold,It is 81 degrees fahrenheit inside.,It is cold inside.
inside,81,cool,It is 81 degrees fahrenheit inside.,It is cool inside.
inside,81,warm,It is 81 degrees fahrenheit inside.,It is warm inside.
inside,81,hot,It is 81 degrees fahrenheit inside.,It is hot inside.
inside,82,freezing,It is 82 degrees fahrenheit inside.,It is freezing inside.
inside,82,cold,It is 82 degrees fahrenheit inside.,It is cold inside.
inside,82,cool,It is 82 degrees fahrenheit inside.,It is cool inside.
inside,82,warm,It is 82 degrees fahrenheit inside.,It is warm inside.
inside,82,hot,It is 82 degrees fahrenheit inside.,It is hot inside.
inside,83,freezing,It is 83 degrees fahrenheit inside.,It is freezing inside.
inside,83,cold,It is 83 degrees fahrenheit inside.,It is cold inside.
inside,83,cool,It is 83 degrees fahrenheit inside.,It is cool inside.
inside,83,warm,It is 83 degrees fahrenheit inside.,It is warm inside.
inside,83,hot,It is 83 degrees fahrenheit inside.,It is hot inside.
inside,84,freezing,It is 84 degrees fahrenheit inside.,It is freezing inside.
inside,84,cold,It is 84 degrees fahrenheit inside.,It is cold inside.
inside,84,cool,It is 84 degrees fahrenheit inside.,It is cool inside.
inside,84,warm,It is 84 degrees fahrenheit inside.,It is warm inside.
inside,84,hot,It is 84 degrees fahrenheit inside.,It is hot inside.
inside,85,freezing,It is 85 degrees fahrenheit inside.,It is freezing inside.
inside,85,cold,It is 85 degrees fahrenheit inside.,It is cold inside.
inside,85,cool,It is 85 degrees fahrenheit inside.,It is cool inside.
inside,85,warm,It is 85 degrees fahrenheit inside.,It is warm inside.
inside,85,hot,It is 85 degrees fahrenheit inside.,It is hot inside.
inside,86,freezing,It is 86 degrees fahrenheit inside.,It is freezing inside.
inside,86,cold,It is 86 degrees fahrenheit inside.,It is cold inside.
inside,86,cool,It is 86 degrees fahrenheit inside.,It is cool inside.
inside,86,warm,It is 86 degrees fahrenheit inside.,It is warm inside.
inside,86,hot,It is 86 degrees fahrenheit inside.,It is hot inside.
inside,87,freezing,It is 87 degrees fahrenheit inside.,It is freezing inside.
inside,87,cold,It is 87 degrees fahrenheit inside.,It is cold inside.
inside,87,cool,It is 87 degrees fahrenheit inside.,It is cool inside.
inside,87,warm,It is 87 degrees fahrenheit inside.,It is warm inside.
inside,87,hot,It is 87 degrees fahrenheit inside.,It is hot inside.
inside,88,freezing,It is 88 degrees fahrenheit inside.,It is freezing inside.
inside,88,cold,It is 88 degrees fahrenheit inside.,It is cold inside.
inside,88,cool,It is 88 degrees fahrenheit inside.,It is cool inside.
inside,88,warm,It is 88 degrees fahrenheit inside.,It is warm inside.
inside,88,hot,It is 88 degrees fahrenheit inside.,It is hot inside.
inside,89,freezing,It is 89 degrees fahrenheit inside.,It is freezing inside.
inside,89,cold,It is 89 degrees fahrenheit inside.,It is cold inside.
inside,89,cool,It is 89 degrees fahrenheit inside.,It is cool inside.
inside,89,warm,It is 89 degrees fahrenheit inside.,It is warm inside.
inside,89,hot,It is 89 degrees fahrenheit inside.,It is hot inside.
inside,90,freezing,It is 90 degrees fahrenheit inside.,It is freezing inside.
inside,90,cold,It is 90 degrees fahrenheit inside.,It is cold inside.
inside,90,cool,It is 90 degrees fahrenheit inside.,It is cool inside.
inside,90,warm,It is 90 degrees fahrenheit inside.,It is warm inside.
inside,90,hot,It is 90 degrees fahrenheit inside.,It is hot inside.
inside,91,freezing,It is 91 degrees fahrenheit inside.,It is freezing inside.
inside,91,cold,It is 91 degrees fahrenheit inside.,It is cold inside.
inside,91,cool,It is 91 degrees fahrenheit inside.,It is cool inside.
inside,91,warm,It is 91 degrees fahrenheit inside.,It is warm inside.
inside,91,hot,It is 91 degrees fahrenheit inside.,It is hot inside.
inside,92,freezing,It is 92 degrees fahrenheit inside.,It is freezing inside.
inside,92,cold,It is 92 degrees fahrenheit inside.,It is cold inside.
inside,92,cool,It is 92 degrees fahrenheit inside.,It is cool inside.
inside,92,warm,It is 92 degrees fahrenheit inside.,It is warm inside.
inside,92,hot,It is 92 degrees fahrenheit inside.,It is hot inside.
inside,93,freezing,It is 93 degrees fahrenheit inside.,It is freezing inside.
inside,93,cold,It is 93 degrees fahrenheit inside.,It is cold inside.
inside,93,cool,It is 93 degrees fahrenheit inside.,It is cool inside.
inside,93,warm,It is 93 degrees fahrenheit inside.,It is warm inside.
inside,93,hot,It is 93 degrees fahrenheit inside.,It is hot inside.
inside,94,freezing,It is 94 degrees fahrenheit inside.,It is freezing inside.
inside,94,cold,It is 94 degrees fahrenheit inside.,It is cold inside.
inside,94,cool,It is 94 degrees fahrenheit inside.,It is cool inside.
inside,94,warm,It is 94 degrees fahrenheit inside.,It is warm inside.
inside,94,hot,It is 94 degrees fahrenheit inside.,It is hot inside.
inside,95,freezing,It is 95 degrees fahrenheit inside.,It is freezing inside.
inside,95,cold,It is 95 degrees fahrenheit inside.,It is cold inside.
inside,95,cool,It is 95 degrees fahrenheit inside.,It is cool inside.
inside,95,warm,It is 95 degrees fahrenheit inside.,It is warm inside.
inside,95,hot,It is 95 degrees fahrenheit inside.,It is hot inside.
inside,96,freezing,It is 96 degrees fahrenheit inside.,It is freezing inside.
inside,96,cold,It is 96 degrees fahrenheit inside.,It is cold inside.
inside,96,cool,It is 96 degrees fahrenheit inside.,It is cool inside.
inside,96,warm,It is 96 degrees fahrenheit inside.,It is warm inside.
