location,temperature,categories,premise,hypothesis,entailment,contradiction,neutral,model
inside,81,freezing,It is 81 degrees inside.,It is freezing inside.,0.000288554176222533,0.9991186261177063,0.0005927854799665511,roberta-large-mnli
inside,81,cold,It is 81 degrees inside.,It is cold inside.,0.003110735211521387,0.9916878342628479,0.005201548337936401,roberta-large-mnli
inside,81,cool,It is 81 degrees inside.,It is cool inside.,0.5618798732757568,0.21193648874759674,0.22618368268013,roberta-large-mnli
inside,81,warm,It is 81 degrees inside.,It is warm inside.,0.8800309300422668,0.0014202381717041135,0.11854878067970276,roberta-large-mnli
inside,81,hot,It is 81 degrees inside.,It is hot inside.,0.8648141026496887,0.003305154386907816,0.1318807154893875,roberta-large-mnli
inside,82,freezing,It is 82 degrees inside.,It is freezing inside.,0.00028078872128389776,0.9991056323051453,0.0006135232397355139,roberta-large-mnli
inside,82,cold,It is 82 degrees inside.,It is cold inside.,0.005972135346382856,0.9826265573501587,0.011401345953345299,roberta-large-mnli
inside,82,cool,It is 82 degrees inside.,It is cool inside.,0.6841903924942017,0.06725123524665833,0.24855835735797882,roberta-large-mnli
inside,82,warm,It is 82 degrees inside.,It is warm inside.,0.8715857267379761,0.001525983097963035,0.12688831984996796,roberta-large-mnli
inside,82,hot,It is 82 degrees inside.,It is hot inside.,0.8477831482887268,0.003617433365434408,0.14859941601753235,roberta-large-mnli
inside,83,freezing,It is 83 degrees inside.,It is freezing inside.,0.0002640140592120588,0.999154806137085,0.000581082422286272,roberta-large-mnli
inside,83,cold,It is 83 degrees inside.,It is cold inside.,0.00832979567348957,0.9754398465156555,0.016230367124080658,roberta-large-mnli
inside,83,cool,It is 83 degrees inside.,It is cool inside.,0.6493337750434875,0.1233825758099556,0.22728367149829865,roberta-large-mnli
inside,83,warm,It is 83 degrees inside.,It is warm inside.,0.8821591734886169,0.0016997155034914613,0.11614111065864563,roberta-large-mnli
inside,83,hot,It is 83 degrees inside.,It is hot inside.,0.8472334146499634,0.004428425803780556,0.14833815395832062,roberta-large-mnli
inside,84,freezing,It is 84 degrees inside.,It is freezing inside.,0.0002856240898836404,0.9991061091423035,0.0006082989275455475,roberta-large-mnli
inside,84,cold,It is 84 degrees inside.,It is cold inside.,0.003071155399084091,0.9912753105163574,0.00565361836925149,roberta-large-mnli
inside,84,cool,It is 84 degrees inside.,It is cool inside.,0.2763335108757019,0.5746588110923767,0.14900769293308258,roberta-large-mnli
inside,84,warm,It is 84 degrees inside.,It is warm inside.,0.9066866040229797,0.0013335406547412276,0.09197983145713806,roberta-large-mnli
inside,84,hot,It is 84 degrees inside.,It is hot inside.,0.9221938252449036,0.0016316681867465377,0.07617450505495071,roberta-large-mnli
inside,85,freezing,It is 85 degrees inside.,It is freezing inside.,0.00030649962718598545,0.9990352392196655,0.000658225326333195,roberta-large-mnli
inside,85,cold,It is 85 degrees inside.,It is cold inside.,0.003645549761131406,0.9896816611289978,0.006672786548733711,roberta-large-mnli
inside,85,cool,It is 85 degrees inside.,It is cool inside.,0.5050485730171204,0.3284883201122284,0.16646312177181244,roberta-large-mnli
inside,85,warm,It is 85 degrees inside.,It is warm inside.,0.8940308094024658,0.0012573855929076672,0.10471182316541672,roberta-large-mnli
inside,85,hot,It is 85 degrees inside.,It is hot inside.,0.9198386073112488,0.0014768607215955853,0.07868461310863495,roberta-large-mnli
inside,86,freezing,It is 86 degrees inside.,It is freezing inside.,0.00037322199204936624,0.9988425374031067,0.0007843021303415298,roberta-large-mnli
inside,86,cold,It is 86 degrees inside.,It is cold inside.,0.010754627175629139,0.9728870987892151,0.016358284279704094,roberta-large-mnli
inside,86,cool,It is 86 degrees inside.,It is cool inside.,0.33488497138023376,0.5167984962463379,0.14831657707691193,roberta-large-mnli
inside,86,warm,It is 86 degrees inside.,It is warm inside.,0.8899582028388977,0.0015625158557668328,0.10847926884889603,roberta-large-mnli
inside,86,hot,It is 86 degrees inside.,It is hot inside.,0.9145702123641968,0.001748146372847259,0.08368169516324997,roberta-large-mnli
inside,87,freezing,It is 87 degrees inside.,It is freezing inside.,0.00030539679573848844,0.9990259408950806,0.0006687141139991581,roberta-large-mnli
inside,87,cold,It is 87 degrees inside.,It is cold inside.,0.007082004100084305,0.9805842638015747,0.012333743274211884,roberta-large-mnli
inside,87,cool,It is 87 degrees inside.,It is cool inside.,0.6078662872314453,0.1967945098876953,0.1953391581773758,roberta-large-mnli
inside,87,warm,It is 87 degrees inside.,It is warm inside.,0.8710696697235107,0.0019926445093005896,0.12693771719932556,roberta-large-mnli
inside,87,hot,It is 87 degrees inside.,It is hot inside.,0.8719679117202759,0.0033217116724699736,0.12471029907464981,roberta-large-mnli
inside,88,freezing,It is 88 degrees inside.,It is freezing inside.,0.0003095055581070483,0.9990291595458984,0.0006613340810872614,roberta-large-mnli
inside,88,cold,It is 88 degrees inside.,It is cold inside.,0.001615343615412712,0.9953814744949341,0.0030032896902412176,roberta-large-mnli
inside,88,cool,It is 88 degrees inside.,It is cool inside.,0.2122553437948227,0.6717046499252319,0.11604006588459015,roberta-large-mnli
inside,88,warm,It is 88 degrees inside.,It is warm inside.,0.9120535254478455,0.0013638015370815992,0.08658263087272644,roberta-large-mnli
inside,88,hot,It is 88 degrees inside.,It is hot inside.,0.9382614493370056,0.001415360951796174,0.06032324954867363,roberta-large-mnli
inside,89,freezing,It is 89 degrees inside.,It is freezing inside.,0.00034204244730062783,0.9989246726036072,0.0007332495879381895,roberta-large-mnli
inside,89,cold,It is 89 degrees inside.,It is cold inside.,0.01539595052599907,0.9559299945831299,0.028674015775322914,roberta-large-mnli
inside,89,cool,It is 89 degrees inside.,It is cool inside.,0.590685248374939,0.210780531167984,0.19853423535823822,roberta-large-mnli
inside,89,warm,It is 89 degrees inside.,It is warm inside.,0.8640084862709045,0.0021033179946243763,0.13388821482658386,roberta-large-mnli
inside,89,hot,It is 89 degrees inside.,It is hot inside.,0.9022013545036316,0.0023716683499515057,0.09542693197727203,roberta-large-mnli
inside,90,freezing,It is 90 degrees inside.,It is freezing inside.,0.000291541829938069,0.9990443587303162,0.0006640402716584504,roberta-large-mnli
inside,90,cold,It is 90 degrees inside.,It is cold inside.,0.0005959767149761319,0.9982231259346008,0.0011809220304712653,roberta-large-mnli
inside,90,cool,It is 90 degrees inside.,It is cool inside.,0.035357046872377396,0.940089225769043,0.024553680792450905,roberta-large-mnli
inside,90,warm,It is 90 degrees inside.,It is warm inside.,0.9555198550224304,0.0009539569145999849,0.04352618008852005,roberta-large-mnli
inside,90,hot,It is 90 degrees inside.,It is hot inside.,0.9721654653549194,0.0009630928980186582,0.02687147445976734,roberta-large-mnli
inside,91,freezing,It is 91 degrees inside.,It is freezing inside.,0.0003783481370192021,0.9988234639167786,0.0007980606169439852,roberta-large-mnli
inside,91,cold,It is 91 degrees inside.,It is cold inside.,0.003213678253814578,0.9915777444839478,0.005208548158407211,roberta-large-mnli
inside,91,cool,It is 91 degrees inside.,It is cool inside.,0.07726889103651047,0.8603556752204895,0.06237546354532242,roberta-large-mnli
inside,91,warm,It is 91 degrees inside.,It is warm inside.,0.9047970771789551,0.0013178950175642967,0.09388503432273865,roberta-large-mnli
inside,91,hot,It is 91 degrees inside.,It is hot inside.,0.9458133578300476,0.001153201563283801,0.05303340032696724,roberta-large-mnli
inside,92,freezing,It is 92 degrees inside.,It is freezing inside.,0.00039380998350679874,0.9987372756004333,0.0008689435198903084,roberta-large-mnli
inside,92,cold,It is 92 degrees inside.,It is cold inside.,0.014496902003884315,0.9661957621574402,0.01930728368461132,roberta-large-mnli
inside,92,cool,It is 92 degrees inside.,It is cool inside.,0.4017828702926636,0.4615306258201599,0.13668647408485413,roberta-large-mnli
inside,92,warm,It is 92 degrees inside.,It is warm inside.,0.9083434343338013,0.0017293862765654922,0.08992713689804077,roberta-large-mnli
inside,92,hot,It is 92 degrees inside.,It is hot inside.,0.9431787133216858,0.0013083472149446607,0.05551297590136528,roberta-large-mnli
inside,93,freezing,It is 93 degrees inside.,It is freezing inside.,0.0004201456904411316,0.9986580610275269,0.0009217812912538648,roberta-large-mnli
inside,93,cold,It is 93 degrees inside.,It is cold inside.,0.03298192098736763,0.9190587997436523,0.047959305346012115,roberta-large-mnli
inside,93,cool,It is 93 degrees inside.,It is cool inside.,0.47653627395629883,0.3496851921081543,0.17377851903438568,roberta-large-mnli
inside,93,warm,It is 93 degrees inside.,It is warm inside.,0.9000017642974854,0.00191393680870533,0.09808427840471268,roberta-large-mnli
inside,93,hot,It is 93 degrees inside.,It is hot inside.,0.9265150427818298,0.002051087561994791,0.07143396139144897,roberta-large-mnli
inside,94,freezing,It is 94 degrees inside.,It is freezing inside.,0.0004429093678481877,0.9986635446548462,0.0008935375371947885,roberta-large-mnli
inside,94,cold,It is 94 degrees inside.,It is cold inside.,0.025513870641589165,0.9383871555328369,0.03609894961118698,roberta-large-mnli
inside,94,cool,It is 94 degrees inside.,It is cool inside.,0.17378443479537964,0.7325804829597473,0.09363508969545364,roberta-large-mnli
inside,94,warm,It is 94 degrees inside.,It is warm inside.,0.9101648330688477,0.0017014667391777039,0.08813370019197464,roberta-large-mnli
inside,94,hot,It is 94 degrees inside.,It is hot inside.,0.9489625692367554,0.0013502733781933784,0.04968719184398651,roberta-large-mnli
inside,95,freezing,It is 95 degrees inside.,It is freezing inside.,0.0003683267277665436,0.9988594055175781,0.0007723353337496519,roberta-large-mnli
inside,95,cold,It is 95 degrees inside.,It is cold inside.,0.004695546347647905,0.9891138076782227,0.006190616171807051,roberta-large-mnli
inside,95,cool,It is 95 degrees inside.,It is cool inside.,0.06182663515210152,0.8991152048110962,0.039058201014995575,roberta-large-mnli
inside,95,warm,It is 95 degrees inside.,It is warm inside.,0.9213444590568542,0.0014999880222603679,0.07715554535388947,roberta-large-mnli
inside,95,hot,It is 95 degrees inside.,It is hot inside.,0.9603639245033264,0.00106734165456146,0.03856877237558365,roberta-large-mnli
inside,96,freezing,It is 96 degrees inside.,It is freezing inside.,0.00044390582479536533,0.9987053871154785,0.000850653974339366,roberta-large-mnli
inside,96,cold,It is 96 degrees inside.,It is cold inside.,0.01427818089723587,0.9679370522499084,0.01778472773730755,roberta-large-mnli
inside,96,cool,It is 96 degrees inside.,It is cool inside.,0.12093832343816757,0.8033863306045532,0.07567541301250458,roberta-large-mnli
inside,96,warm,It is 96 degrees inside.,It is warm inside.,0.9319685697555542,0.0012132860720157623,0.06681814044713974,roberta-large-mnli
inside,96,hot,It is 96 degrees inside.,It is hot inside.,0.9592418074607849,0.0011005140841007233,0.03965769335627556,roberta-large-mnli
inside,97,freezing,It is 97 degrees inside.,It is freezing inside.,0.0003425446629989892,0.9989489912986755,0.0007086017285473645,roberta-large-mnli
inside,97,cold,It is 97 degrees inside.,It is cold inside.,0.0044524334371089935,0.9887996315956116,0.006747986655682325,roberta-large-mnli
inside,97,cool,It is 97 degrees inside.,It is cool inside.,0.1644921600818634,0.7401748299598694,0.09533292055130005,roberta-large-mnli
inside,97,warm,It is 97 degrees inside.,It is warm inside.,0.9305468201637268,0.0011638575233519077,0.06828925758600235,roberta-large-mnli
inside,97,hot,It is 97 degrees inside.,It is hot inside.,0.9525030851364136,0.0011271361727267504,0.046369779855012894,roberta-large-mnli
inside,98,freezing,It is 98 degrees inside.,It is freezing inside.,0.00035124612622894347,0.9988771080970764,0.0007716536638326943,roberta-large-mnli
inside,98,cold,It is 98 degrees inside.,It is cold inside.,0.007218573708087206,0.9822564721107483,0.010524860583245754,roberta-large-mnli
inside,98,cool,It is 98 degrees inside.,It is cool inside.,0.1557672619819641,0.760077178478241,0.08415549993515015,roberta-large-mnli
inside,98,warm,It is 98 degrees inside.,It is warm inside.,0.923898458480835,0.001392425736412406,0.07470908761024475,roberta-large-mnli
inside,98,hot,It is 98 degrees inside.,It is hot inside.,0.9567025303840637,0.0010931799188256264,0.0422043576836586,roberta-large-mnli
inside,99,freezing,It is 99 degrees inside.,It is freezing inside.,0.0003606264654081315,0.9989093542098999,0.0007300265715457499,roberta-large-mnli
inside,99,cold,It is 99 degrees inside.,It is cold inside.,0.002756043802946806,0.9936184883117676,0.0036255246959626675,roberta-large-mnli
inside,99,cool,It is 99 degrees inside.,It is cool inside.,0.17874090373516083,0.7551605701446533,0.06609856337308884,roberta-large-mnli
inside,99,warm,It is 99 degrees inside.,It is warm inside.,0.9312179684638977,0.001154389581643045,0.0676276758313179,roberta-large-mnli
inside,99,hot,It is 99 degrees inside.,It is hot inside.,0.9614943265914917,0.0010939703788608313,0.037411730736494064,roberta-large-mnli
inside,100,freezing,It is 100 degrees inside.,It is freezing inside.,0.0003434248792473227,0.9989470839500427,0.000709445565007627,roberta-large-mnli
inside,100,cold,It is 100 degrees inside.,It is cold inside.,0.0008646193891763687,0.9975427389144897,0.0015926333144307137,roberta-large-mnli
inside,100,cool,It is 100 degrees inside.,It is cool inside.,0.0038799322210252285,0.9919289350509644,0.004191192332655191,roberta-large-mnli
inside,100,warm,It is 100 degrees inside.,It is warm inside.,0.9295410513877869,0.0017569417832419276,0.06870198994874954,roberta-large-mnli
inside,100,hot,It is 100 degrees inside.,It is hot inside.,0.9734461307525635,0.0008886606665328145,0.0256651584059,roberta-large-mnli
inside,101,freezing,It is 101 degrees inside.,It is freezing inside.,0.0003236194315832108,0.9990103244781494,0.0006660776562057436,roberta-large-mnli
inside,101,cold,It is 101 degrees inside.,It is cold inside.,0.0007661235867999494,0.9977177381515503,0.0015162413474172354,roberta-large-mnli
inside,101,cool,It is 101 degrees inside.,It is cool inside.,0.005124649498611689,0.9899193048477173,0.004956119228154421,roberta-large-mnli
inside,101,warm,It is 101 degrees inside.,It is warm inside.,0.9126681089401245,0.0022583119571208954,0.08507353067398071,roberta-large-mnli
inside,101,hot,It is 101 degrees inside.,It is hot inside.,0.9666383266448975,0.0009523581829853356,0.03240928053855896,roberta-large-mnli
inside,102,freezing,It is 102 degrees inside.,It is freezing inside.,0.0003294168272987008,0.9989581108093262,0.0007124488474801183,roberta-large-mnli
inside,102,cold,It is 102 degrees inside.,It is cold inside.,0.0014331507263705134,0.9958813190460205,0.0026855042669922113,roberta-large-mnli
inside,102,cool,It is 102 degrees inside.,It is cool inside.,0.004762966651469469,0.9903623461723328,0.004874734207987785,roberta-large-mnli
inside,102,warm,It is 102 degrees inside.,It is warm inside.,0.8822572827339172,0.004539167508482933,0.1132035031914711,roberta-large-mnli
inside,102,hot,It is 102 degrees inside.,It is hot inside.,0.9578922390937805,0.0010342714376747608,0.04107358679175377,roberta-large-mnli
inside,103,freezing,It is 103 degrees inside.,It is freezing inside.,0.00030007699388079345,0.9990445971488953,0.0006552762351930141,roberta-large-mnli
inside,103,cold,It is 103 degrees inside.,It is cold inside.,0.001800406607799232,0.9947490096092224,0.003450514515861869,roberta-large-mnli
inside,103,cool,It is 103 degrees inside.,It is cool inside.,0.004194493405520916,0.9911181330680847,0.004687348380684853,roberta-large-mnli
inside,103,warm,It is 103 degrees inside.,It is warm inside.,0.9203699827194214,0.0022193542681634426,0.07741067558526993,roberta-large-mnli
inside,103,hot,It is 103 degrees inside.,It is hot inside.,0.9607838988304138,0.0010945500107482076,0.03812149539589882,roberta-large-mnli
inside,104,freezing,It is 104 degrees inside.,It is freezing inside.,0.00034115277230739594,0.9989514350891113,0.0007073705783113837,roberta-large-mnli
inside,104,cold,It is 104 degrees inside.,It is cold inside.,0.001841733348555863,0.9948031306266785,0.0033551000524312258,roberta-large-mnli
inside,104,cool,It is 104 degrees inside.,It is cool inside.,0.003920401446521282,0.9915727376937866,0.004506909288465977,roberta-large-mnli
inside,104,warm,It is 104 degrees inside.,It is warm inside.,0.8975033164024353,0.003684536786749959,0.09881211072206497,roberta-large-mnli
inside,104,hot,It is 104 degrees inside.,It is hot inside.,0.9612157940864563,0.0010332356905564666,0.0377509631216526,roberta-large-mnli
inside,105,freezing,It is 105 degrees inside.,It is freezing inside.,0.0003391368954908103,0.9989925026893616,0.0006683780811727047,roberta-large-mnli
inside,105,cold,It is 105 degrees inside.,It is cold inside.,0.0011875383788719773,0.9963841438293457,0.002428293926641345,roberta-large-mnli
inside,105,cool,It is 105 degrees inside.,It is cool inside.,0.005653120577335358,0.9882338047027588,0.006113113835453987,roberta-large-mnli
inside,105,warm,It is 105 degrees inside.,It is warm inside.,0.9177876114845276,0.002052163938060403,0.08016020804643631,roberta-large-mnli
inside,105,hot,It is 105 degrees inside.,It is hot inside.,0.961385190486908,0.001115130027756095,0.03749965876340866,roberta-large-mnli
inside,106,freezing,It is 106 degrees inside.,It is freezing inside.,0.00030998862348496914,0.9990284442901611,0.0006615670281462371,roberta-large-mnli
inside,106,cold,It is 106 degrees inside.,It is cold inside.,0.004795434419065714,0.9860785603523254,0.009125921875238419,roberta-large-mnli
inside,106,cool,It is 106 degrees inside.,It is cool inside.,0.010937708429992199,0.9773803353309631,0.011681868694722652,roberta-large-mnli
inside,106,warm,It is 106 degrees inside.,It is warm inside.,0.8906572461128235,0.0027362878900021315,0.10660643130540848,roberta-large-mnli
inside,106,hot,It is 106 degrees inside.,It is hot inside.,0.9508670568466187,0.0011094239307567477,0.04802359268069267,roberta-large-mnli
inside,107,freezing,It is 107 degrees inside.,It is freezing inside.,0.00030273807351477444,0.9990442395210266,0.0006530304672196507,roberta-large-mnli
inside,107,cold,It is 107 degrees inside.,It is cold inside.,0.001629356644116342,0.9945375323295593,0.003833093447610736,roberta-large-mnli
inside,107,cool,It is 107 degrees inside.,It is cool inside.,0.009371588937938213,0.978783905506134,0.011844403110444546,roberta-large-mnli
inside,107,warm,It is 107 degrees inside.,It is warm inside.,0.8888212442398071,0.0021761732641607523,0.10900255292654037,roberta-large-mnli
inside,107,hot,It is 107 degrees inside.,It is hot inside.,0.9511992335319519,0.0010781012242659926,0.04772263765335083,roberta-large-mnli
inside,108,freezing,It is 108 degrees inside.,It is freezing inside.,0.00031442393083125353,0.9990004897117615,0.0006851629004813731,roberta-large-mnli
inside,108,cold,It is 108 degrees inside.,It is cold inside.,0.002699190517887473,0.9918363690376282,0.0054643964394927025,roberta-large-mnli
inside,108,cool,It is 108 degrees inside.,It is cool inside.,0.013780448585748672,0.9694897532463074,0.016729766502976418,roberta-large-mnli
inside,108,warm,It is 108 degrees inside.,It is warm inside.,0.901762068271637,0.0016625968273729086,0.09657541662454605,roberta-large-mnli
inside,108,hot,It is 108 degrees inside.,It is hot inside.,0.9535160660743713,0.001008211518637836,0.04547571390867233,roberta-large-mnli
inside,109,freezing,It is 109 degrees inside.,It is freezing inside.,0.0003148533287458122,0.9990053772926331,0.000679774850141257,roberta-large-mnli
inside,109,cold,It is 109 degrees inside.,It is cold inside.,0.004182546865195036,0.9879196882247925,0.007897762581706047,roberta-large-mnli
inside,109,cool,It is 109 degrees inside.,It is cool inside.,0.019163979217410088,0.9587854146957397,0.02205052599310875,roberta-large-mnli
inside,109,warm,It is 109 degrees inside.,It is warm inside.,0.9022015929222107,0.0016633468912914395,0.09613502025604248,roberta-large-mnli
inside,109,hot,It is 109 degrees inside.,It is hot inside.,0.951561450958252,0.0009589216788299382,0.04747973382472992,roberta-large-mnli
inside,110,freezing,It is 110 degrees inside.,It is freezing inside.,0.00030793322366662323,0.9990315437316895,0.0006605404778383672,roberta-large-mnli
inside,110,cold,It is 110 degrees inside.,It is cold inside.,0.0021652779541909695,0.994016170501709,0.0038185121957212687,roberta-large-mnli
inside,110,cool,It is 110 degrees inside.,It is cool inside.,0.01016721036285162,0.9790447354316711,0.01078809704631567,roberta-large-mnli
inside,110,warm,It is 110 degrees inside.,It is warm inside.,0.9203385710716248,0.0014397366903722286,0.07822170108556747,roberta-large-mnli
inside,110,hot,It is 110 degrees inside.,It is hot inside.,0.9631052017211914,0.0008808250422589481,0.036013904958963394,roberta-large-mnli
inside,111,freezing,It is 111 degrees inside.,It is freezing inside.,0.0005060315597802401,0.9985072016716003,0.0009867772459983826,roberta-large-mnli
inside,111,cold,It is 111 degrees inside.,It is cold inside.,0.024165691807866096,0.936984658241272,0.03884965553879738,roberta-large-mnli
inside,111,cool,It is 111 degrees inside.,It is cool inside.,0.021877525374293327,0.9499614238739014,0.02816096507012844,roberta-large-mnli
inside,111,warm,It is 111 degrees inside.,It is warm inside.,0.8960608243942261,0.001867099548690021,0.1020720899105072,roberta-large-mnli
inside,111,hot,It is 111 degrees inside.,It is hot inside.,0.9534479975700378,0.0009998782770708203,0.04555210471153259,roberta-large-mnli
inside,112,freezing,It is 112 degrees inside.,It is freezing inside.,0.0004168101877439767,0.9986850619316101,0.00089817721163854,roberta-large-mnli
inside,112,cold,It is 112 degrees inside.,It is cold inside.,0.020021207630634308,0.9381635189056396,0.04181529954075813,roberta-large-mnli
inside,112,cool,It is 112 degrees inside.,It is cool inside.,0.04196230322122574,0.8896805047988892,0.06835711002349854,roberta-large-mnli
inside,112,warm,It is 112 degrees inside.,It is warm inside.,0.8987240195274353,0.0014817698393017054,0.09979419410228729,roberta-large-mnli
inside,112,hot,It is 112 degrees inside.,It is hot inside.,0.9450437426567078,0.001089944620616734,0.05386631563305855,roberta-large-mnli
inside,113,freezing,It is 113 degrees inside.,It is freezing inside.,0.0003783853317145258,0.9987345337867737,0.0008870852179825306,roberta-large-mnli
inside,113,cold,It is 113 degrees inside.,It is cold inside.,0.047279030084609985,0.852035403251648,0.10068552196025848,roberta-large-mnli
inside,113,cool,It is 113 degrees inside.,It is cool inside.,0.054000720381736755,0.8695061802864075,0.07649301737546921,roberta-large-mnli
inside,113,warm,It is 113 degrees inside.,It is warm inside.,0.8847476243972778,0.0020495597273111343,0.11320275813341141,roberta-large-mnli
inside,113,hot,It is 113 degrees inside.,It is hot inside.,0.9332250952720642,0.0013347581261768937,0.06544014066457748,roberta-large-mnli
inside,114,freezing,It is 114 degrees inside.,It is freezing inside.,0.00042339874198660254,0.9986205101013184,0.0009560045436955988,roberta-large-mnli
inside,114,cold,It is 114 degrees inside.,It is cold inside.,0.020861869677901268,0.9334891438484192,0.04564891755580902,roberta-large-mnli
inside,114,cool,It is 114 degrees inside.,It is cool inside.,0.014254612848162651,0.968481183052063,0.01726420968770981,roberta-large-mnli
inside,114,warm,It is 114 degrees inside.,It is warm inside.,0.8770010471343994,0.0019603336695581675,0.12103860825300217,roberta-large-mnli
inside,114,hot,It is 114 degrees inside.,It is hot inside.,0.9381330013275146,0.0011535781668499112,0.06071339175105095,roberta-large-mnli
inside,115,freezing,It is 115 degrees inside.,It is freezing inside.,0.0004543913237284869,0.998578667640686,0.0009669886785559356,roberta-large-mnli
inside,115,cold,It is 115 degrees inside.,It is cold inside.,0.05409303307533264,0.8587892651557922,0.08711771667003632,roberta-large-mnli
inside,115,cool,It is 115 degrees inside.,It is cool inside.,0.03316522762179375,0.9322569370269775,0.03457788750529289,roberta-large-mnli
inside,115,warm,It is 115 degrees inside.,It is warm inside.,0.9012852311134338,0.0015662466175854206,0.09714844077825546,roberta-large-mnli
inside,115,hot,It is 115 degrees inside.,It is hot inside.,0.9542641639709473,0.000978579162620008,0.04475729912519455,roberta-large-mnli
inside,116,freezing,It is 116 degrees inside.,It is freezing inside.,0.00062263646395877,0.9981794357299805,0.0011979305418208241,roberta-large-mnli
inside,116,cold,It is 116 degrees inside.,It is cold inside.,0.062055401504039764,0.8109040856361389,0.12704059481620789,roberta-large-mnli
inside,116,cool,It is 116 degrees inside.,It is cool inside.,0.05033361166715622,0.8894392848014832,0.06022706627845764,roberta-large-mnli
inside,116,warm,It is 116 degrees inside.,It is warm inside.,0.8916528820991516,0.0018716146005317569,0.10647548735141754,roberta-large-mnli
inside,116,hot,It is 116 degrees inside.,It is hot inside.,0.9424616694450378,0.00133016356267035,0.05620822682976723,roberta-large-mnli
inside,117,freezing,It is 117 degrees inside.,It is freezing inside.,0.0005249617388471961,0.9983470439910889,0.0011280003236606717,roberta-large-mnli
inside,117,cold,It is 117 degrees inside.,It is cold inside.,0.052654802799224854,0.8080114126205444,0.1393337845802307,roberta-large-mnli
inside,117,cool,It is 117 degrees inside.,It is cool inside.,0.04483093321323395,0.8834661245346069,0.07170287519693375,roberta-large-mnli
inside,117,warm,It is 117 degrees inside.,It is warm inside.,0.8606317639350891,0.0019454449648037553,0.13742278516292572,roberta-large-mnli
inside,117,hot,It is 117 degrees inside.,It is hot inside.,0.9372367262840271,0.0011810343712568283,0.06158218905329704,roberta-large-mnli
inside,118,freezing,It is 118 degrees inside.,It is freezing inside.,0.0005762267974205315,0.9983381032943726,0.0010856552980840206,roberta-large-mnli
inside,118,cold,It is 118 degrees inside.,It is cold inside.,0.037056729197502136,0.8757587671279907,0.08718452602624893,roberta-large-mnli
inside,118,cool,It is 118 degrees inside.,It is cool inside.,0.12625715136528015,0.7438059449195862,0.12993690371513367,roberta-large-mnli
inside,118,warm,It is 118 degrees inside.,It is warm inside.,0.9006296992301941,0.001496568089351058,0.09787378460168839,roberta-large-mnli
inside,118,hot,It is 118 degrees inside.,It is hot inside.,0.9503474831581116,0.0011655081762000918,0.04848700389266014,roberta-large-mnli
inside,119,freezing,It is 119 degrees inside.,It is freezing inside.,0.0003968154778704047,0.9987616539001465,0.0008414811454713345,roberta-large-mnli
inside,119,cold,It is 119 degrees inside.,It is cold inside.,0.04877917096018791,0.82964688539505,0.12157393991947174,roberta-large-mnli
inside,119,cool,It is 119 degrees inside.,It is cool inside.,0.0776992067694664,0.8149667382240295,0.10733404010534286,roberta-large-mnli
inside,119,warm,It is 119 degrees inside.,It is warm inside.,0.8701214790344238,0.001819063676521182,0.12805943191051483,roberta-large-mnli
inside,119,hot,It is 119 degrees inside.,It is hot inside.,0.9416935443878174,0.0012652301229536533,0.05704120546579361,roberta-large-mnli
inside,120,freezing,It is 120 degrees inside.,It is freezing inside.,0.0003977942396886647,0.9988065958023071,0.000795629050116986,roberta-large-mnli
inside,120,cold,It is 120 degrees inside.,It is cold inside.,0.009170038625597954,0.9767398238182068,0.014090131036937237,roberta-large-mnli
inside,120,cool,It is 120 degrees inside.,It is cool inside.,0.041641946882009506,0.915831983089447,0.04252607747912407,roberta-large-mnli
inside,120,warm,It is 120 degrees inside.,It is warm inside.,0.9323669672012329,0.0012691117590293288,0.06636398285627365,roberta-large-mnli
inside,120,hot,It is 120 degrees inside.,It is hot inside.,0.9596710205078125,0.0011936686933040619,0.039135292172431946,roberta-large-mnli
inside,121,freezing,It is 121 degrees inside.,It is freezing inside.,0.00041732576210051775,0.9987471103668213,0.0008355278987437487,roberta-large-mnli
inside,121,cold,It is 121 degrees inside.,It is cold inside.,0.012408102862536907,0.9634179472923279,0.024173928424715996,roberta-large-mnli
inside,121,cool,It is 121 degrees inside.,It is cool inside.,0.11950968205928802,0.7636948823928833,0.11679542809724808,roberta-large-mnli
inside,121,warm,It is 121 degrees inside.,It is warm inside.,0.8968774676322937,0.0016371409874409437,0.10148546099662781,roberta-large-mnli
inside,121,hot,It is 121 degrees inside.,It is hot inside.,0.9355543851852417,0.0016183052211999893,0.06282734870910645,roberta-large-mnli
inside,122,freezing,It is 122 degrees inside.,It is freezing inside.,0.0004972388851456344,0.9984239339828491,0.0010787899373099208,roberta-large-mnli
inside,122,cold,It is 122 degrees inside.,It is cold inside.,0.09673942625522614,0.7200618982315063,0.1831986904144287,roberta-large-mnli
inside,122,cool,It is 122 degrees inside.,It is cool inside.,0.12102889269590378,0.7469338774681091,0.13203726708889008,roberta-large-mnli
inside,122,warm,It is 122 degrees inside.,It is warm inside.,0.8477818965911865,0.003214041469618678,0.14900408685207367,roberta-large-mnli
inside,122,hot,It is 122 degrees inside.,It is hot inside.,0.9300896525382996,0.001758329221047461,0.06815195083618164,roberta-large-mnli
in the bedroom,-50,freezing,It is -50 degrees in the bedroom.,It is freezing in the bedroom.,0.943134605884552,0.0015763470437377691,0.05528896674513817,roberta-large-mnli
